female_gender,female_id,female_matrix1,female_verbal1,female_age,female_occup,male_gender,male_id,male_matrix1,male_verbal1,male_age,male_occup
2,81,5,9,30,7,2,34,6,7,26,1
2,85,5,12,25,1,2,34,6,7,26,1
2,86,3,10,55,3,2,34,6,7,26,1
2,88,3,12,20,2,2,34,6,7,26,1
2,7,3,25,23,1,2,36,5,16,24,8
2,27,1,19,20,7,2,36,5,16,24,8
2,29,2,20,22,7,2,36,5,16,24,8
2,30,1,17,31,1,2,36,5,16,24,8
2,39,1,21,23,7,2,36,5,16,24,8
2,41,2,17,23,7,2,36,5,16,24,8
2,51,3,19,23,8,2,36,5,16,24,8
2,59,1,17,24,2,2,36,5,16,24,8
2,79,2,24,25,7,2,36,5,16,24,8
2,27,1,19,20,7,2,40,2,16,22,8
2,30,1,17,31,1,2,40,2,16,22,8
2,39,1,21,23,7,2,40,2,16,22,8
2,59,1,17,24,2,2,40,2,16,22,8
2,27,1,19,20,7,2,41,2,17,23,7
2,39,1,21,23,7,2,41,2,17,23,7
2,2,1,13,24,8,2,42,3,6,22,8
2,27,1,19,20,7,2,42,3,6,22,8
2,29,2,20,22,7,2,42,3,6,22,8
2,30,1,17,31,1,2,42,3,6,22,8
2,39,1,21,23,7,2,42,3,6,22,8
2,40,2,16,22,8,2,42,3,6,22,8
2,41,2,17,23,7,2,42,3,6,22,8
2,55,1,12,20,2,2,42,3,6,22,8
2,59,1,17,24,2,2,42,3,6,22,8
2,79,2,24,25,7,2,42,3,6,22,8
2,2,1,13,24,8,2,44,6,10,23,8
2,7,3,25,23,1,2,44,6,10,23,8
2,9,4,15,23,1,2,44,6,10,23,8
2,14,5,17,21,8,2,44,6,10,23,8
2,18,3,14,23,8,2,44,6,10,23,8
2,19,5,18,25,1,2,44,6,10,23,8
2,24,5,22,22,8,2,44,6,10,23,8
2,26,5,14,23,1,2,44,6,10,23,8
2,27,1,19,20,7,2,44,6,10,23,8
2,29,2,20,22,7,2,44,6,10,23,8
2,30,1,17,31,1,2,44,6,10,23,8
2,32,5,12,23,1,2,44,6,10,23,8
2,36,5,16,24,8,2,44,6,10,23,8
2,39,1,21,23,7,2,44,6,10,23,8
2,40,2,16,22,8,2,44,6,10,23,8
2,41,2,17,23,7,2,44,6,10,23,8
2,45,3,15,20,8,2,44,6,10,23,8
2,47,5,25,24,1,2,44,6,10,23,8
2,51,3,19,23,8,2,44,6,10,23,8
2,55,1,12,20,2,2,44,6,10,23,8
2,57,3,14,30,3,2,44,6,10,23,8
2,58,3,13,22,7,2,44,6,10,23,8
2,59,1,17,24,2,2,44,6,10,23,8
2,61,3,13,21,8,2,44,6,10,23,8
2,63,5,41,23,7,2,44,6,10,23,8
2,68,5,16,21,8,2,44,6,10,23,8
2,76,3,15,21,7,2,44,6,10,23,8
2,79,2,24,25,7,2,44,6,10,23,8
2,85,5,12,25,1,2,44,6,10,23,8
2,88,3,12,20,2,2,44,6,10,23,8
2,27,1,19,20,7,2,45,3,15,20,8
2,29,2,20,22,7,2,45,3,15,20,8
2,30,1,17,31,1,2,45,3,15,20,8
2,39,1,21,23,7,2,45,3,15,20,8
2,40,2,16,22,8,2,45,3,15,20,8
2,41,2,17,23,7,2,45,3,15,20,8
2,59,1,17,24,2,2,45,3,15,20,8
2,79,2,24,25,7,2,45,3,15,20,8
2,7,3,25,23,1,2,49,6,23,53,2
2,47,5,25,24,1,2,49,6,23,53,2
2,63,5,41,23,7,2,49,6,23,53,2
2,79,2,24,25,7,2,49,6,23,53,2
2,29,2,20,22,7,2,51,3,19,23,8
2,39,1,21,23,7,2,51,3,19,23,8
2,79,2,24,25,7,2,51,3,19,23,8
2,2,1,13,24,8,2,56,8,10,63,2
2,3,6,20,22,8,2,56,8,10,63,2
2,7,3,25,23,1,2,56,8,10,63,2
2,9,4,15,23,1,2,56,8,10,63,2
2,14,5,17,21,8,2,56,8,10,63,2
2,18,3,14,23,8,2,56,8,10,63,2
2,19,5,18,25,1,2,56,8,10,63,2
2,24,5,22,22,8,2,56,8,10,63,2
2,26,5,14,23,1,2,56,8,10,63,2
2,27,1,19,20,7,2,56,8,10,63,2
2,29,2,20,22,7,2,56,8,10,63,2
2,30,1,17,31,1,2,56,8,10,63,2
2,32,5,12,23,1,2,56,8,10,63,2
2,36,5,16,24,8,2,56,8,10,63,2
2,39,1,21,23,7,2,56,8,10,63,2
2,40,2,16,22,8,2,56,8,10,63,2
2,41,2,17,23,7,2,56,8,10,63,2
2,45,3,15,20,8,2,56,8,10,63,2
2,47,5,25,24,1,2,56,8,10,63,2
2,49,6,23,53,2,2,56,8,10,63,2
2,51,3,19,23,8,2,56,8,10,63,2
2,55,1,12,20,2,2,56,8,10,63,2
2,57,3,14,30,3,2,56,8,10,63,2
2,58,3,13,22,7,2,56,8,10,63,2
2,59,1,17,24,2,2,56,8,10,63,2
2,60,6,20,24,1,2,56,8,10,63,2
2,61,3,13,21,8,2,56,8,10,63,2
2,62,7,24,19,8,2,56,8,10,63,2
2,63,5,41,23,7,2,56,8,10,63,2
2,68,5,16,21,8,2,56,8,10,63,2
2,70,6,24,25,8,2,56,8,10,63,2
2,76,3,15,21,7,2,56,8,10,63,2
2,79,2,24,25,7,2,56,8,10,63,2
2,85,5,12,25,1,2,56,8,10,63,2
2,87,7,13,23,8,2,56,8,10,63,2
2,88,3,12,20,2,2,56,8,10,63,2
2,27,1,19,20,7,2,57,3,14,30,3
2,29,2,20,22,7,2,57,3,14,30,3
2,30,1,17,31,1,2,57,3,14,30,3
2,39,1,21,23,7,2,57,3,14,30,3
2,40,2,16,22,8,2,57,3,14,30,3
2,41,2,17,23,7,2,57,3,14,30,3
2,59,1,17,24,2,2,57,3,14,30,3
2,79,2,24,25,7,2,57,3,14,30,3
2,27,1,19,20,7,2,58,3,13,22,7
2,29,2,20,22,7,2,58,3,13,22,7
2,30,1,17,31,1,2,58,3,13,22,7
2,39,1,21,23,7,2,58,3,13,22,7
2,40,2,16,22,8,2,58,3,13,22,7
2,41,2,17,23,7,2,58,3,13,22,7
2,59,1,17,24,2,2,58,3,13,22,7
2,79,2,24,25,7,2,58,3,13,22,7
2,7,3,25,23,1,2,60,6,20,24,1
2,24,5,22,22,8,2,60,6,20,24,1
2,39,1,21,23,7,2,60,6,20,24,1
2,47,5,25,24,1,2,60,6,20,24,1
2,63,5,41,23,7,2,60,6,20,24,1
2,79,2,24,25,7,2,60,6,20,24,1
2,27,1,19,20,7,2,61,3,13,21,8
2,29,2,20,22,7,2,61,3,13,21,8
2,30,1,17,31,1,2,61,3,13,21,8
2,39,1,21,23,7,2,61,3,13,21,8
2,40,2,16,22,8,2,61,3,13,21,8
2,41,2,17,23,7,2,61,3,13,21,8
2,59,1,17,24,2,2,61,3,13,21,8
2,79,2,24,25,7,2,61,3,13,21,8
2,7,3,25,23,1,2,62,7,24,19,8
2,47,5,25,24,1,2,62,7,24,19,8
2,63,5,41,23,7,2,62,7,24,19,8
2,2,1,13,24,8,2,64,5,9,23,1
2,7,3,25,23,1,2,64,5,9,23,1
2,9,4,15,23,1,2,64,5,9,23,1
2,18,3,14,23,8,2,64,5,9,23,1
2,27,1,19,20,7,2,64,5,9,23,1
2,29,2,20,22,7,2,64,5,9,23,1
2,30,1,17,31,1,2,64,5,9,23,1
2,39,1,21,23,7,2,64,5,9,23,1
2,40,2,16,22,8,2,64,5,9,23,1
2,41,2,17,23,7,2,64,5,9,23,1
2,45,3,15,20,8,2,64,5,9,23,1
2,51,3,19,23,8,2,64,5,9,23,1
2,55,1,12,20,2,2,64,5,9,23,1
2,57,3,14,30,3,2,64,5,9,23,1
2,58,3,13,22,7,2,64,5,9,23,1
2,59,1,17,24,2,2,64,5,9,23,1
2,61,3,13,21,8,2,64,5,9,23,1
2,76,3,15,21,7,2,64,5,9,23,1
2,79,2,24,25,7,2,64,5,9,23,1
2,86,3,10,55,3,2,64,5,9,23,1
2,88,3,12,20,2,2,64,5,9,23,1
2,7,3,25,23,1,2,68,5,16,21,8
2,27,1,19,20,7,2,68,5,16,21,8
2,29,2,20,22,7,2,68,5,16,21,8
2,30,1,17,31,1,2,68,5,16,21,8
2,39,1,21,23,7,2,68,5,16,21,8
2,41,2,17,23,7,2,68,5,16,21,8
2,51,3,19,23,8,2,68,5,16,21,8
2,59,1,17,24,2,2,68,5,16,21,8
2,79,2,24,25,7,2,68,5,16,21,8
2,7,3,25,23,1,2,70,6,24,25,8
2,47,5,25,24,1,2,70,6,24,25,8
2,63,5,41,23,7,2,70,6,24,25,8
2,27,1,19,20,7,2,76,3,15,21,7
2,29,2,20,22,7,2,76,3,15,21,7
2,30,1,17,31,1,2,76,3,15,21,7
2,39,1,21,23,7,2,76,3,15,21,7
2,40,2,16,22,8,2,76,3,15,21,7
2,41,2,17,23,7,2,76,3,15,21,7
2,59,1,17,24,2,2,76,3,15,21,7
2,79,2,24,25,7,2,76,3,15,21,7
2,2,1,13,24,8,2,81,5,9,30,7
2,7,3,25,23,1,2,81,5,9,30,7
2,9,4,15,23,1,2,81,5,9,30,7
2,18,3,14,23,8,2,81,5,9,30,7
2,27,1,19,20,7,2,81,5,9,30,7
2,29,2,20,22,7,2,81,5,9,30,7
2,30,1,17,31,1,2,81,5,9,30,7
2,39,1,21,23,7,2,81,5,9,30,7
2,40,2,16,22,8,2,81,5,9,30,7
2,41,2,17,23,7,2,81,5,9,30,7
2,45,3,15,20,8,2,81,5,9,30,7
2,51,3,19,23,8,2,81,5,9,30,7
2,55,1,12,20,2,2,81,5,9,30,7
2,57,3,14,30,3,2,81,5,9,30,7
2,58,3,13,22,7,2,81,5,9,30,7
2,59,1,17,24,2,2,81,5,9,30,7
2,61,3,13,21,8,2,81,5,9,30,7
2,76,3,15,21,7,2,81,5,9,30,7
2,79,2,24,25,7,2,81,5,9,30,7
2,86,3,10,55,3,2,81,5,9,30,7
2,88,3,12,20,2,2,81,5,9,30,7
2,2,1,13,24,8,2,84,6,4,23,7
2,7,3,25,23,1,2,84,6,4,23,7
2,9,4,15,23,1,2,84,6,4,23,7
2,14,5,17,21,8,2,84,6,4,23,7
2,18,3,14,23,8,2,84,6,4,23,7
2,19,5,18,25,1,2,84,6,4,23,7
2,20,1,6,22,7,2,84,6,4,23,7
2,24,5,22,22,8,2,84,6,4,23,7
2,26,5,14,23,1,2,84,6,4,23,7
2,27,1,19,20,7,2,84,6,4,23,7
2,29,2,20,22,7,2,84,6,4,23,7
2,30,1,17,31,1,2,84,6,4,23,7
2,32,5,12,23,1,2,84,6,4,23,7
2,36,5,16,24,8,2,84,6,4,23,7
2,39,1,21,23,7,2,84,6,4,23,7
2,40,2,16,22,8,2,84,6,4,23,7
2,41,2,17,23,7,2,84,6,4,23,7
2,42,3,6,22,8,2,84,6,4,23,7
2,45,3,15,20,8,2,84,6,4,23,7
2,47,5,25,24,1,2,84,6,4,23,7
2,51,3,19,23,8,2,84,6,4,23,7
2,55,1,12,20,2,2,84,6,4,23,7
2,57,3,14,30,3,2,84,6,4,23,7
2,58,3,13,22,7,2,84,6,4,23,7
2,59,1,17,24,2,2,84,6,4,23,7
2,61,3,13,21,8,2,84,6,4,23,7
2,63,5,41,23,7,2,84,6,4,23,7
2,64,5,9,23,1,2,84,6,4,23,7
2,68,5,16,21,8,2,84,6,4,23,7
2,76,3,15,21,7,2,84,6,4,23,7
2,79,2,24,25,7,2,84,6,4,23,7
2,81,5,9,30,7,2,84,6,4,23,7
2,85,5,12,25,1,2,84,6,4,23,7
2,86,3,10,55,3,2,84,6,4,23,7
2,88,3,12,20,2,2,84,6,4,23,7
2,2,1,13,24,8,2,85,5,12,25,1
2,7,3,25,23,1,2,85,5,12,25,1
2,9,4,15,23,1,2,85,5,12,25,1
2,18,3,14,23,8,2,85,5,12,25,1
2,27,1,19,20,7,2,85,5,12,25,1
2,29,2,20,22,7,2,85,5,12,25,1
2,30,1,17,31,1,2,85,5,12,25,1
2,39,1,21,23,7,2,85,5,12,25,1
2,40,2,16,22,8,2,85,5,12,25,1
2,41,2,17,23,7,2,85,5,12,25,1
2,45,3,15,20,8,2,85,5,12,25,1
2,51,3,19,23,8,2,85,5,12,25,1
2,57,3,14,30,3,2,85,5,12,25,1
2,58,3,13,22,7,2,85,5,12,25,1
2,59,1,17,24,2,2,85,5,12,25,1
2,61,3,13,21,8,2,85,5,12,25,1
2,76,3,15,21,7,2,85,5,12,25,1
2,79,2,24,25,7,2,85,5,12,25,1
2,2,1,13,24,8,2,86,3,10,55,3
2,27,1,19,20,7,2,86,3,10,55,3
2,29,2,20,22,7,2,86,3,10,55,3
2,30,1,17,31,1,2,86,3,10,55,3
2,39,1,21,23,7,2,86,3,10,55,3
2,40,2,16,22,8,2,86,3,10,55,3
2,41,2,17,23,7,2,86,3,10,55,3
2,55,1,12,20,2,2,86,3,10,55,3
2,59,1,17,24,2,2,86,3,10,55,3
2,79,2,24,25,7,2,86,3,10,55,3
2,3,6,20,22,8,2,87,7,13,23,8
2,7,3,25,23,1,2,87,7,13,23,8
2,9,4,15,23,1,2,87,7,13,23,8
2,14,5,17,21,8,2,87,7,13,23,8
2,18,3,14,23,8,2,87,7,13,23,8
2,19,5,18,25,1,2,87,7,13,23,8
2,24,5,22,22,8,2,87,7,13,23,8
2,26,5,14,23,1,2,87,7,13,23,8
2,27,1,19,20,7,2,87,7,13,23,8
2,29,2,20,22,7,2,87,7,13,23,8
2,30,1,17,31,1,2,87,7,13,23,8
2,36,5,16,24,8,2,87,7,13,23,8
2,39,1,21,23,7,2,87,7,13,23,8
2,40,2,16,22,8,2,87,7,13,23,8
2,41,2,17,23,7,2,87,7,13,23,8
2,45,3,15,20,8,2,87,7,13,23,8
2,47,5,25,24,1,2,87,7,13,23,8
2,49,6,23,53,2,2,87,7,13,23,8
2,51,3,19,23,8,2,87,7,13,23,8
2,57,3,14,30,3,2,87,7,13,23,8
2,59,1,17,24,2,2,87,7,13,23,8
2,60,6,20,24,1,2,87,7,13,23,8
2,63,5,41,23,7,2,87,7,13,23,8
2,68,5,16,21,8,2,87,7,13,23,8
2,70,6,24,25,8,2,87,7,13,23,8
2,76,3,15,21,7,2,87,7,13,23,8
2,79,2,24,25,7,2,87,7,13,23,8
2,2,1,13,24,8,2,88,3,12,20,2
2,27,1,19,20,7,2,88,3,12,20,2
2,29,2,20,22,7,2,88,3,12,20,2
2,30,1,17,31,1,2,88,3,12,20,2
2,39,1,21,23,7,2,88,3,12,20,2
2,40,2,16,22,8,2,88,3,12,20,2
2,41,2,17,23,7,2,88,3,12,20,2
2,59,1,17,24,2,2,88,3,12,20,2
2,79,2,24,25,7,2,88,3,12,20,2
